annotator_id,article,vanilla,simple,cot,oracle,class,vanilla_mean,simple_mean,cot_mean,oracle_mean,class_mean,highlights
14,allsides_gun_control_and_gun_rights_c_5,[5],[3],[4],[4],[4],5.0,3.0,4.0,4.0,4.0,"['SUTHERLAND SPRINGS, Texas (Reuters) - The former U.S. serviceman who committed the deadliest mass shooting on record in Texas escaped from a mental hospital in 2012 as he faced court-martial on domestic violence charges for which he was later convicted, a police report revealed on Tuesday. The report also disclosed that police who were alerted to Devin Kelley’s escape were advised that he posed a “danger to himself and others” after being “caught sneaking firearms” onto the U.S. Air Force base in New Mexico where he was stationed. The person who reported the escape, according to the report, further warned that Kelley, then aged 21, had been “attempting to carry out death threats” against his military commanders and “suffered from mental disorders.” He was apprehended without incident at an El Paso, Texas, bus station shortly after he had run off, according to a police report filed in that city. Kelley’s troubled Air Force background has been a focus of investigators in the tiny Texas town of Sutherland Springs since he stormed into a church there on Sunday with a semi-automatic assault rifle and opened fire on worshipers. Authorities have said 26 people were killed in the assault, including the unborn child of a pregnant woman who was among the dead. Another 20 people were wounded, half of them still listed in critical condition as of Tuesday. Officials said Kelley, 26, killed himself during a failed getaway attempt after he was wounded by an armed civilian who tried to stop him. Two handguns belonging to the killer also were recovered. A major sporting goods dealer in San Antonio later confirmed that Kelley twice passed a required criminal background check when he bought guns there during the past year, despite having a criminal record that should have prevented those purchases. Kelley was found guilty by court-martial in 2012 of assaulting his first wife and a stepson while serving at Holloman Air Force Base, where he was assigned to a logistics readiness unit, the Pentagon reported on Monday. But the Air Force also acknowledged it inexplicably failed to enter his conviction into a government database that all licensed firearms dealers are required to use to screen prospective gun buyers for their criminal history. Federal law prohibits anyone from selling a gun to someone who has been convicted of a crime involving domestic violence against a spouse or child. On Capitol Hill, the Republican chairman of the U.S. House Armed Services Committee, Representative Mac Thornberry of Texas, called the failure to transmit Kelley’s record into the National Criminal Information Center (NCIC) system an “appalling” lapse. The Air Force has opened an inquiry into the matter, and the U.S. Defense Department has requested a review by its inspector general to ensure other criminal cases have been reported correctly, Pentagon officials said. Two U.S. senators, Republican Jeff Flake of Arizona and Democratic Martin Heinrich of New Mexico, said they planned to co-sponsor legislation aimed at ensuring that anyone convicted of domestic violence, whether in civilian or military court, would be blocked from legally purchasing a gun. Firearms experts said the case involving Kelley, who spent a year in military detention before his bad-conduct discharge from the Air Force in 2014, exposed a previously unnoticed weak link in the system of background checks. Crosses are seen near a vigil at the First Baptist Church of Sutherland. BEHAVIOR PROBLEMS AS STUDENT Texas public school records also showed Kelley had numerous behavior problems as a student, including nine suspensions for such issues as drugs, insubordination, profanity, skipping classes and dishonesty between sixth grade and high school graduation. His private adult life appears to have likewise been marked by turbulence. After divorcing the woman he was convicted of assaulting, Kelley remarried in 2014, but authorities have said he became embroiled in some unspecified domestic dispute with her parents that involved him sending threatening text messages to his mother-in-law. Kelley’s in-laws occasionally attended services at the First Baptist Church in Sutherland Springs but were not there when he attacked worshipers during Sunday prayers, authorities said. “We have some indication of what the conflict was between the family,” Freeman Martin, spokesman for the Texas Department of Public Safety, told a Tuesday news conference. It was not clear what role, if any, the dispute played as a motivating factor in Sunday’s violence. Kelley’s cell phone was sent to the Federal Bureau of Investigation’s crime lab at Quantico, Virginia, but specialists were not immediately able to gain electronic access to the device, said Christopher Combs, the FBI’s special agent in charge in San Antonio. The massacre, which ranked as the deadliest mass shooting by a single gunman in Texas history, and one of the five most lethal ever in the United States, rekindled an ongoing debate over gun ownership, which is protected by the Second Amendment of the U.S. Constitution. Guns are part of the fabric of life in rural areas. U.S. President Donald Trump told reporters he believed stricter reviews of gun purchases would not have stopped Sunday’s rampage. “There would have been no difference,” Trump said during a visit to South Korea. He added that stricter gun laws might have prevented the man who shot Kelley from acting as he did. “You would have had hundreds more dead.”']"
15,mpqa_29,"[5, 5, 3, 3, 1, 1, 5]","[5, 5, 1, 3, 3, 1, 3]","[5, 5, 1, 1, 1, 5, 1]","[5, 5, 1, 1, 1, 1, 5]","[5, 3, 1, 1, 1, 1, 5]",3.2857142857142856,3.0,2.7142857142857144,2.7142857142857144,2.4285714285714284,"[""Still, before discussing the antics of Mr. Tobin and the elevation of Ottawa's John Manley to the status of golden boy, there is the controversial, and more pressing, matter of the plight of the al-Qaeda fighters imprisoned at a U.S. military base in Cuba."", '""Even thugs deserve humane treatment,"" reads the headline of the Ottawa Citizen editorial.', '""Conditions for detainees in Guantanamo Bay are harsh: wire-mesh cells 2.4 by 1.8 metres, a sleeping mat and blanket, a bucket for a toilet,"" writes the Citizen.', '""But that doesn\'t necessarily make them inhumane.', 'On the other hand, U.S. assurances that it\'s treating the prisoners humanely don\'t mean that\'s so.""', '""We can\'t help but wonder if some politicians and civil rights advocates are overreacting when it comes to the treatment of captured al-Qaeda and Taliban fighters by the United States.', '""For the U.S. military to treat the prisoners any differently might very well imperil American lives,"" reads the editorial.']"
15,allsides_lgbt_rights_r_2,"[5, 5, 3, 5, 3, 3]","[5, 5, 1, 5, 3, 5]","[5, 5, 1, 3, 5, 5]","[5, 5, 1, 3, 5, 5]","[5, 5, 3, 3, 5, 5]",4.0,4.0,4.0,4.0,4.333333333333333,"['Officials at the venue, however, announced Friday the event would be scrubbed from the schedule because Graham’s views — particularly his biblical interpretation of marriage as a union between one man and one woman — are “incompatible with our values.”', 'One group critical of Graham’s slated appearance at ACC Liverpool was the Liverpool Labour LGBT Network, which referred to the evangelist as “a homophobic hate preacher.”', 'Petition by our Liverpool Branch members who are asking for support from their locally elected council representatives in response to the platforming of homophobic hate preacher Franklin Graham at the M&S Arena on the 12th of June 2020.', 'Graham did, though, admit he does see homosexuality as a sin.', '“The rub, I think, comes in whether God defines homosexuality as sin,” he wrote.', '“The answer is yes.']"
16,basil_58_fox,"[5, 3]","[5, 5]","[5, 4]","[5, 1]","[5, 4]",4.0,5.0,4.5,3.0,4.5,"['Mr. Christie is poised to run a race that sells his personality -- brash, challenging and often combative -- as his main asset.', '“his status as the establishment favorite for the GOP nomination has vanished. Dogged by scandals and plummeting popularity in his home state,']"
16,allsides_lgbt_rights_r_2,"[5, 5, 5]","[5, 5, 5]","[5, 5, 5]","[5, 5, 5]","[5, 5, 4]",5.0,5.0,5.0,5.0,4.666666666666667,"['“a homophobic hate preacher.”', 'admit he does see homosexuality as a sin. “The rub, I think, comes in whether God defines homosexuality as sin,”', '“The Gospel is inclusive. I’m not coming out of hate, I’m coming out of love.”']"
17,basil_44_nyt,"[5, 2, 3, 1]","[5, 4, 2, 3]","[5, 5, 3, 4]","[5, 5, 5, 1]","[5, 5, 3, 4]",2.75,3.5,4.25,4.0,4.25,"['The charges against Mr. Grimm, 44, a Republican who was first elected in 2010 and represents Staten Island and part of Brooklyn, were expected to include mail fraud and wire fraud, and to focus largely on his conduct in connection with a health food restaurant he owned on the Upper East Side of Manhattan after he left the Federal Bureau of Investigation in 2006, two of the people said.', 'A lawyer for Mr. Grimm, William McGinley of Patton Boggs, confirmed in a statement that prosecutors intended to file criminal charges against his client and said that Mr. Grimm “asserts his innocence” and that the investigation was “a politically driven vendetta.', 'Until then, he will continue to serve his constituents with the same dedication and tenacity that has characterized his lifetime of public service as a member of Congress, Marine Corps combat veteran and decorated F.B.I. special agent.', 'When he asked about the federal campaign financing investigation, Mr. Grimm stormed off camera but returned and threatened to throw Mr. Scotto off the balcony.']"
17,allsides_politics_l_4,"[5, 3, 5, 5]","[4, 4, 2, 1]","[5, 2, 4, 5]","[5, 4, 5, 5]","[5, 4, 5, 1]",4.5,2.75,4.0,4.75,3.75,"['An apparent attempt to drum up phony sexual misconduct allegations against special counsel Robert Mueller collapsed spectacularly Tuesday, and may have landed some conservative activists in hot water with the FBI. ', 'ut it spilled into public view after pro-Trump Twitter personality Jacob Wohl ominously suggested Monday night that a story about such allegations was coming, and journalists who had heard about this shady operation reacted with alarm on Twitter, saying it seemed to be a smear attempt.', 'This was an embarrassingly thin scam This caused the whole matter to spill out into public, and internet sleuths began to dig into Surefire Intelligence, the supposed private intelligence company investigating these allegations.', 'By doing so, they devoted scarce journalistic resources to this topic rather than others, just days before the midterm elections. ']"
18,basil_4_hpo,"[1, 1, 5]","[3, 2, 1]","[3, 1, 5]","[2, 2, 5]","[5, 2, 1]",2.3333333333333335,2.0,3.0,3.0,2.6666666666666665,"['Needless to say, the war in Afghanistan was not “a war of Obama’s choosing.', 'your statement “puts [you] at odds with about 100 percent of the Republican Party.', 'Steele himself declared back in December that Afghanistan is “’a war we have to win” ']"
18,allsides_us_senate_r_5,"[4, 2, 2]","[1, 5, 1]","[1, 3, 5]","[1, 1, 5]","[1, 2, 5]",2.6666666666666665,2.3333333333333335,3.0,2.3333333333333335,2.6666666666666665,"['Republicans appear largely opposed to voting for Hagel, a former Nebraska Republican senator, largely over concerns about his support of Israel and whether he would back U.S. military action to stop Iran from producing a nuclear weapon.', 'He vowed Friday to hold Obama ""accountable"" for his leadership during the incident,', 'the White House has so far “delayed, denied, deceived and stonewalled. And this has to come to an end. Obama has to account for his leadership."" ']"
19,basil_52_nyt,"[4, 1, 3]","[5, 2, 5]","[5, 2, 5]","[4, 2, 5]","[4, 5, 1]",2.6666666666666665,4.0,4.0,3.6666666666666665,3.3333333333333335,"['ov. Mike Pence of Indiana, moving to address a growing political firestorm over a religious freedom law enacted last week, said over the weekend that he would seek legislation to clarify the intent of the law, and rejected assertions that it sanctioned discrimination against gays and lesbians.', '“The issue here is, you know, is tolerance a two-way street or not?”', 'includes different wording that could open the door to wider discrimination.']"
19,allsides_lgbt_rights_c_1,"[4, 1, 3, 2, 4, 4]","[5, 1, 5, 2, 2, 5]","[5, 1, 3, 1, 4, 2]","[5, 1, 4, 3, 1, 4]","[5, 1, 3, 4, 4, 4]",3.0,3.3333333333333335,2.6666666666666665,3.0,3.5,"['“It’s really heartbreaking ... the same thing that she was trying to be vocal about happened to her,” said Davina Hader, a friend of the victim and a member of The 519, an organization that advocates for the inclusion of LGBTQ communities’ members and provides services for them.', 'The suspect is not a known member of the LGBTQ community, according to Ms. Hader. ', ' “I don’t know that [trans women] ever felt safe,” said Olivia Nuamah, the executive director of Pride Toronto, “For many in the trans community, sadly, violence is a part of life.”', '“This city, and country, try to be welcoming to all members of LGBTQ2+ community,” Ms. Nuamah said. “Our people participate in our events precisely to show that they are a strong community and also to raise awareness.”', 'Ms. Nuamah considers the Sunday murder to be an alarming incident that should remind everyone about the high rates of violence the trans community experiences.', 'Ms. Berman was a lovely person who was committed to the political issues that are facing her community, Ms. Nuamah said. “She will be well missed.”']"
20,basil_88_hpo,"[3, 2, 2, 4, 3, 2]","[3, 5, 4, 5, 1, 1]","[2, 5, 2, 5, 5, 1]","[2, 5, 5, 5, 1, 1]","[2, 4, 5, 4, 2, 1]",2.6666666666666665,3.1666666666666665,3.3333333333333335,3.1666666666666665,3.0,"['Changing that policy would dramatically reshape the U.S. ', 'ffectively punishing the children of undocumented immigrants', 'messaging and actions attacking undocumented immigrants', 'This is a transparent and blatantly unconstitutional attempt to sow division and fan the flames of anti-immigrant hatred in the days ahead of the midterms', 'that makes our country more secure and reaffirms our wonderful tradition as a nation of immigrants', 'This policy is a magnet for illegal immigration, out of the mainstream of the developed world, and needs to come to an end']"
20,allsides_abortion_l_3,"[5, 4, 1, 4, 2]","[5, 2, 5, 1, 2]","[5, 4, 2, 1, 1]","[5, 5, 3, 5, 2]","[5, 5, 1, 1, 4]",3.2,3.0,2.6,4.0,3.2,"['The new rule, first proposed last year, is known by some reproductive rights advocates as the “domestic gag rule.”', 'and have major repercussions for low-income women across the country that rely on them for their family planning care,', 'The gag rule is unconscionable and unethical', 'Planned Parenthood also argues that the rule is illegal, since it violates laws requiring that pregnant patients receiving care through Title X get unbiased counseling about all of their options', 'We thank President Trump for taking decisive action to disentangle taxpayers from the big abortion industry led by Planned Parenthood']"
21,basil_58_nyt,"[3, 2, 4, 4]","[4, 3, 2, 3]","[3, 2, 1, 1]","[3, 2, 4, 5]","[1, 2, 2, 4]",3.25,3.0,1.75,3.5,2.25,"[' Mr. Christie portrayed himself as the only candidate in the Republican field who is forthright and forceful enough to run the country.', 'Unlike some people who offer themselves for president in 2016, you won’t have to wonder whether I can do it or not,”', 'he economic recovery he promised has turned into a cascade of ugly credit downgrades and anemic job growth.', 'uch single-mindedness belies the serious and stubborn vulnerabilities of his campaign. ']"
21,allsides_us_senate_r_5,"[2, 2, 5, 2, 1, 5]","[2, 1, 5, 4, 1, 1]","[4, 4, 4, 1, 1, 1]","[5, 2, 4, 2, 1, 1]","[5, 4, 2, 4, 1, 1]",2.8333333333333335,2.3333333333333335,2.5,2.5,2.8333333333333335,"['so far “delayed, denied, deceived and stonewalled.', 'Graham said Thursday on Fox News that the White House has so far “delayed, denied, deceived and stonewalled. ', '“No confirmation without information,”', '“Did the White House ever pick up the phone and call anyone in the Libyan government to help these folks?” ', 'largely over concerns about his support of Israel and whether he would back U.S. military action to stop Iran from producing a nuclear weapon', 'Democrats support the president’s nomination, but Republicans appear largely opposed to voting for Hagel, a former Nebraska Republican senator, largely over concerns about his support of Israel and whether he would back U.S. military action to stop Iran from producing a nuclear weapon']"
22,basil_4_hpo,"[1, 4, 5]","[1, 4, 5]","[3, 5, 5]","[3, 2, 5]","[1, 4, 5]",3.3333333333333335,3.3333333333333335,4.333333333333333,3.3333333333333335,3.3333333333333335,"['when Republicans around the country are doing their best to rally their fellow citizens behind the mission, your comment is more than an embarrassment.', 'It’s an affront, both to the honor of the Republican party and to the commitment of the soldiers fighting to accomplish the mission they’ve been asked to take on by our elected leaders.', 'utterly irresponsible.']"
22,allsides_lgbt_rights_c_1,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 5, 1, 1, 5]","[3, 2, 1, 4, 5, 1, 1, 1]","[1, 1, 1, 1, 5, 1, 1, 1]","[1, 1, 1, 1, 3, 1, 2, 1]",1.0,2.0,2.25,1.5,1.375,"['“It’s really heartbreaking ... the same thing that she was trying to be vocal about happened to her,” said Davina Hader', '“She was talking about another close friend who had been murdered ... It’s very emotional.”', '“She was struggling to survive as we all do,” Ms. Hader said.', '“It’s very unfortunate, very sad.”', '“For many in the trans community, sadly, violence is a part of life.”', 'a homeless, biracial transgender woman and, by extension, one of the city’s most vulnerable people.', 'For sure they’re nowhere near enough and the result often is many within the trans community are left vulnerable,” Ms. Nuamah said.', 'Ms. Berman was a lovely person ']"
23,basil_64_hpo,"[4, 2, 3, 3, 3, 1]","[3, 3, 3, 3, 2, 1]","[4, 4, 4, 4, 4, 5]","[4, 5, 4, 1, 2, 1]","[5, 4, 5, 5, 4, 5]",2.6666666666666665,2.5,4.166666666666667,2.8333333333333335,4.666666666666667,"['Now a number of legal academics and Supreme Court observers are raising questions about the propriety of Ginsburg’s candor and what it might mean for the court’s integrity', 'wrote that Ginsburg’s statements could very well lead a “reasonable person” to question her impartiality in a future politically charged case.', 'For a court that cares a great deal about appearances, this certainly creates the appearance that justices take sides in elections', 'But recusals for political views or implicit support for certain positions are exceedingly rare, even in the face of a code of judicial conduct that guides federal judges on extra-judicial activities and how to avoid even the appearance of impropriety.', 'ut what if this is less a question about ethics and more about wanting our judges to be candid about their positions and biases ― and that the political process itself has done away with the veneer that the high court is entirely apolitical?', 'So perhaps the pretense that judges are nonpartisan and apolitical does more harm than good.']"
23,allsides_politics_c_1,"[5, 5, 4, 1, 1]","[5, 5, 4, 3, 1]","[5, 5, 1, 1, 1]","[5, 5, 5, 3, 1]","[5, 1, 3, 3, 1]",3.2,3.6,2.6,3.8,2.6,"['In the book, Bolton portrays Trump as a man unfit for the presidency who consistently made decisions based on how they could help his reelection chances rather than what was in the best interest of the country', 'The president called the book “a compilation of lies and made up stories” from a former staffer who was “just trying to get even” for being fired', 'Bolton has also received significant criticism from liberals, who say he put personal profit over the country’s interest by using his claims to sell a book rather than sharing them publicly months ago', 'The ones who really will suffer, deservedly so, from Bolton’s account are the Republican senators who refused to hear his testimony and then voted to acquit (for lack of evidence, some said). Bolton’s book confirms how much harder it would have been for them to let Trump off the hook had a longtime conservative known for copious note-taking been called to testify.', 'The key argument that Republican opponents of impeachment made was that lawful behavior by a president, however objectionable, could not be a legitimate basis for impeachment. To the extent it was a valid defense against impeachment over Ukraine, it would have been an equally valid defense against impeachment over anything Bolton says here']"
24,basil_88_hpo,"[3, 5, 1, 1, 1, 3, 5]","[5, 1, 5, 1, 1, 3, 3]","[3, 5, 5, 1, 1, 5, 3]","[5, 5, 5, 3, 1, 3, 3]","[3, 3, 1, 3, 1, 3, 5]",2.7142857142857144,2.7142857142857144,3.2857142857142856,3.5714285714285716,2.7142857142857144,"['Trump’s vow to try aligns with other messaging and actions attacking undocumented immigrants ahead of the midterm elections next Tuesday.', 'He said the right awarded to babies born as birthright Americans is “ridiculous” and that the system “has to end.', 'This is a transparent and blatantly unconstitutional attempt to sow division and fan the flames of anti-immigrant hatred in the days ahead of the midterms.', 'The president has lasered in on immigration ahead of next week’s midterm elections, stoking fear about the caravan of migrants heading toward the U.S.-Mexico border from Central America.', 'He has falsely claimed the caravan is stocked with criminals, gang members and Middle Eastern terrorists', 'Rep. Carlos Curbelo (R-Fla.) criticized the president’s statement, calling instead for immigration reform “that makes our country more secure and reaffirms our wonderful tradition as a nation of immigrants.', 'You cannot end birthright citizenship with an executive order']"
25,basil_54_hpo,"[2, 4, 4]","[4, 5, 4]","[4, 4, 3]","[3, 4, 3]","[4, 2, 4]",3.3333333333333335,4.333333333333333,3.6666666666666665,3.3333333333333335,3.3333333333333335,"['out discrimination against lesbian, gay, bisexual and transgender individuals', '""My son Seth signed the petition asking me, Dad, the governor, to veto this bill,"" he said. ""And he gave me permission to make that reference, and it shows that families -- and there\'s a generational difference of opinion on these issues."" Hutchinson also faced pressure from Walmart,', ' law does not allow discrimination based on sexual orientation or gender identity.']"
25,allsides_elections_l_4,"[4, 1, 4, 4, 4, 3, 2, 4, 3, 3]","[4, 1, 4, 2, 4, 4, 2, 2, 2, 3]","[4, 4, 4, 2, 3, 4, 2, 4, 4, 3]","[4, 1, 4, 3, 2, 2, 3, 2, 3, 3]","[4, 1, 3, 3, 1, 4, 4, 4, 3, 3]",3.2,2.8,3.4,2.7,3.0,"['minee softened his stance on the signature issue of his campaign and talked African American unemployment while trying to court the non-white vot', 'e', 'nominee softened his stance on the signature issue of his campaign and talked African American unemployment while trying to court the non-white vote', 'political ring with a fiery proposal to build a “great, great wall” along the US-', 'of his campaign, ', 'eportation force”', 'rump told CBS last September. “And, by the way, I know it doesn’t sound nice. But not everything is nice.', 'They’ll pay back taxes, they have to pay taxes, there’s no amnesty, as such, there’s no amnesty, but we work with them,”', 'o the African Americans, who I employ so many, so many people, to the Hispanics, tremendous people: what the hell do you have to lose?', 'Bureau of Labor Statistics (BLS) put the unemployment rate among 16- to 19-year-old black Americans at 25.7%']"
26,basil_80_hpo,[5],[5],[5],[5],[5],5.0,5.0,5.0,5.0,5.0,"['Trump, in tweets and interviews, has repeatedly sought to undermine his Justice Department and FBI as the Russia probe has intensified.']"
26,allsides_us_senate_c_2,"[5, 5, 3, 1, 3, 1]","[5, 3, 3, 3, 3, 3]","[5, 5, 3, 1, 3, 1]","[3, 5, 5, 1, 3, 3]","[5, 5, 3, 1, 3, 1]",3.0,3.3333333333333335,3.0,3.3333333333333335,3.0,"['permanent protections to undocumented immigrants brought to the country as children', 'There used to be a time when the DREAM Act was accepted by a wide range of Senate Republicans who said it was unfair to punish children for the actions of their parents.', 'But little by little, as the party\'s more conservative wing began viewing the DREAM Act less as an act of ""compassion"" and more an act of ""amnesty,"" the GOP has backed away from the idea.', 'protected more than 800,000 Dreamers from deportation', 'Instead, the White House and most Republicans have endorsed a Dreamer fix only in exchange for billions of dollars in border security or wholesale changes of the legal immigration system.', 'That program has allowed more than 300,000 foreigners to legally live and work in the USA after their home countries were ravaged by war or natural disasters.']"
27,basil_15_fox,"[5, 5, 5, 5, 3, 5, 5]","[5, 4, 4, 4, 2, 4, 4]","[3, 3, 3, 3, 3, 3, 3]","[4, 4, 3, 4, 4, 3, 4]","[5, 5, 5, 5, 3, 5, 5]",4.714285714285714,3.857142857142857,3.0,3.7142857142857144,4.714285714285714,"['The National Organization for Women President Terry O\'Neill said that the cover of the magazine\'s latest edition is ""sexist"" and referred to a simple test by the group\'s founder Gloria Steinem to explain how they determined that conclusion -- would the magazine do the same to a man.', 'Newsweek magazine -- what they are saying of a woman who is a serious contender for president of the United States of America… They are basically casting her as a nut job', '""The \'Queen of Rage\' is something you apply to wrestlers or somebody who is crazy. They didn’t even do this to Howard Dean when he had his famous scream,', 'her group, which disagrees with Bachmann on almost every issue, would stand up for and defend Bachmann against ""these kind of misogynistic attacks is we want women to run for office.""', 'But good women will not run for office if Newsweek magazine can do this to such a prominent politician and get away with it,""', 'Both Time and Newsweek have been doing this to conservatives for years. It is sheer journalistic dishonesty', 'it is precisely because of this journalistic dishonesty that conservatives should steer away from these venues -- or at least demand some form of editorial oversight given that these magazines simply cannot be trusted']"
27,allsides_us_senate_c_2,"[4, 4, 4, 4, 4]","[4, 4, 4, 4, 4]","[3, 3, 3, 3, 3]","[3, 3, 3, 4, 3]","[4, 4, 4, 4, 4]",4.0,4.0,3.0,3.2,4.0,"['the fate of those Dreamers will ultimately rest in the hands of Senate Republicans, who have struggled for nearly two decades to come up with a solution that they, and their conservative base, can endorse.', 'the party\'s more conservative wing began viewing the DREAM Act less as an act of ""compassion"" and more an act of ""amnesty,""', 'Republicans agonized between their personal belief that Dreamers were entitled to citizenship and their political concerns over supporting any form of ""amnesty.""', 'The immigration quagmire has changed', ""That’s why dealing with immigration has been so difficult. You’re never going to get a clean vote on any immigration issue because everybody has got something on immigration that they want, and they'll use that as a vehicle to try and amend it. And then bills fall apart.""]"
28,basil_8_hpo,"[5, 1, 2, 1, 3, 1, 1, 2, 1, 1, 5, 1, 1, 1, 1]","[5, 1, 1, 1, 1, 1, 1, 1, 5, 1, 5, 1, 4, 1, 5]","[5, 1, 5, 1, 1, 1, 5, 5, 1, 1, 5, 3, 1, 1, 1]","[5, 1, 5, 2, 1, 1, 1, 4, 5, 1, 5, 4, 3, 1, 5]","[5, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1]",1.8,2.2666666666666666,2.466666666666667,2.933333333333333,1.5333333333333334,"['warning on Wednesday that inaction would ""significantly increase the risk"" of a double dip recession', ""It wasn't quite the metaphorical flare of mushroom cloud imagery,"", 'fairly dire assessment', 'The message was hardly subtle. But it certainly was debatable.', 'downplayed the significance of continuing ', 'economic doldrums', 'more sober-minded analysis', 'robust process of selling the deal to Democrats -- skeptical, as they are', 'tax cuts for the wealthy ', 'There were few carrots to go along with the sticks.', 'take the package now or risk being blamed for an economic downturn', 'there are real consequences to that decision.', 'but on the other side of the ledger are significant things that will help', 'who on earth, who on earth thinks that that is somehow going to be a fundamentally better agreement than the one we are looking at right now? No one I have ever talked to.""', 'rates for the rich']"
28,allsides_immigration_c_4,"[4, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 4, 3, 1, 2, 1, 2, 5, 1, 5, 1, 1, 1, 1]","[5, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 5, 1, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1]","[4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 5, 1, 5, 1, 2, 5, 2, 1, 1, 1, 1, 1, 1, 1]","[5, 1, 1, 1, 1, 1, 4, 5, 4, 4, 5, 2, 5, 1, 2, 4, 5, 1, 1, 1, 1, 1, 1, 1]",1.5416666666666667,2.0416666666666665,2.0416666666666665,1.9583333333333333,2.4166666666666665,"['those seeking asylum', 'using the same authority as its earlier travel ban', 'options designed to prevent undocumented migrants from crossing the U.S.-Mexican frontier', 'five of them with Muslim majorities', 'legal, executive and legislative remedies were on the table', 'so-called caravan of Central American migrants', 'think of and blame the Democrats', 'unknown Middle Easterners', '‘Racism-Driven Cruelty’ The Times article, citing sources it didn’t identify', 'Trump’s “racism-driven cruelty has no bounds.”', '“disgraceful” that the administration “would even consider what’s being reported.”', '“It would mean refusing to protect people who can prove they are fleeing persecution,”', '“That would be a huge moral failure and any plan along these lines will be subject to intense legal scrutiny.”', 'a sharply divided Supreme Court', 'The restrictions indefinitely bar', '“But just because a ban on asylum applicants would be stupid and cruel doesn’t mean the Supreme Court would strike it down.” ', '“bringing out the military for this National Emergency” and promised immigrants unlawfully crossing the border “will be stopped!”', 'Trump Gambles With Immigration Attack to Spur Midterm Voters', 'Much of the money for El Salvador, Guatemala, and Honduras was appropriated by Congress in the form of anti-corruption and good-governance programs.', 'fight should Trump try to make good on his threat.', 'avoiding that country’s migration authorities and federal police', 'Under standard U.S. procedures, the migrants, assuming they reached and attempted to cross the U.S. border, would be detained for not having the required documents,', 'would be interviewed by an asylum officer to establish whether there is credible fear of persecution.', ' “extremely low bar” for establishing credible fear allows economic migrants to abuse the system by posing as asylum seekers, then disappear before their court dates to live illegally in the U.S.']"
29,basil_15_fox,"[2, 1, 3, 5]","[5, 2, 4, 5]","[5, 1, 2, 5]","[5, 1, 4, 5]","[5, 1, 1, 5]",2.75,4.0,3.25,3.75,3.0,"['They are basically casting her as a nut job', 'crystal blue-eyed Bachmann looking over the camera with a dark blue background', 'these kind of misogynistic attacks is we want women to run for office', 'It is sheer journalistic dishonesty']"
29,allsides_politics_r_5,"[5, 5, 5, 3, 4]","[5, 1, 5, 5, 5]","[5, 1, 5, 5, 4]","[5, 1, 4, 5, 3]","[5, 1, 5, 4, 4]",4.4,4.2,4.0,3.6,3.8,"['proactive cooperator” with federal investigators', 'premature disclosure” of his arrest “would significantly undermine his ability to serve as a proactive ', ' he lied to agents', 'Papadopoulos wore a wire as part of his cooperation agreement', 'recording conversations secretly with people who are subjects and targets of this investigation']"
30,basil_72_fox,"[4, 5, 3]","[5, 4, 5]","[4, 5, 4]","[4, 4, 4]","[2, 4, 5]",4.0,4.666666666666667,4.333333333333333,4.0,3.6666666666666665,"['Lieberman told Fox Business Network last year that he “never changed parties” and in fact ended up endorsing Hillary Clinton in the 2016 presidential campaign against Trump.', '""Lieberman is probably the only person who can get 100 votes in the Senate,""', 'argued against a “career politician” of either party to lead the FBI, though he did not name Lieberman.']"
30,allsides_coronavirus_r_4,"[4, 5, 5, 5, 4]","[4, 2, 4, 4, 4]","[4, 4, 5, 5, 4]","[2, 4, 2, 4, 4]","[4, 4, 5, 4, 4]",4.6,3.6,4.4,3.2,4.2,"['“celebrate freedom and to fight back against the unconstitutional shutdown over the coronavirus,” according to a Facebook post.', 'Protestors marched to the governor’s house shouting “Come out Andy,” according to videos posted on Twitter.', 'The protestor’s actions caused swift backlash from members of both parties.', '“As a strong defender of the First Amendment, I believe Americans have the right to peacefully protest. However, today’s action toward Governor Beshear is unacceptable. There is no place for hate in Kentucky.”', 'When we share science, keep each other healthy and safe, freedom will follow,” Democratic Louisville Mayor Greg Fischer tweeted.']"
31,basil_54_hpo,"[4, 5, 4, 4, 4]","[5, 2, 5, 5, 5]","[3, 2, 5, 5, 5]","[5, 5, 3, 3, 5]","[4, 2, 2, 2, 5]",4.2,4.4,4.0,4.2,3.0,"['amending provisions that would have allowed businesses to discriminate against LGBT customers', 'controversial', 'he changes came amid immense national backlash, with dozens of politicians, business leaders and celebrities speaking out against the bill', 'The changes came amid immense national backlash, with dozens of politicians, business leaders and celebrities speaking out against the bill', 'which he said ""threatens to undermine the spirit of inclusion.""']"
